NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
830041314,DIRECCION DE SANIDAD POLICIA NACIONAL,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.51,-0.02,1.56,0.59,0.97
830004993,CASATORO SA BIC,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.5,0.06,0.81,0.45,0.37
890301690,INGREDION COLOMBIA SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,1.49,0.13,1.06,0.55,0.52
891300237,INGENIO DEL CAUCA S.A.S.,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,1.48,0.19,2.65,1.13,1.52
891800111,DIACO S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.48,0.17,1.01,0.3,0.71
900030538,LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.48,-0.03,0.48,0.41,0.07
800130426,GYJ FERRETERIAS S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.48,0.07,0.88,0.47,0.4
811014994,COMPAÑÍA DE GALLETAS NOEL S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,1.47,0.2,3.14,0.98,2.16
860047657,INCHCAPE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.46,0.06,0.91,0.55,0.36
890916911,INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,MANUFACTURA,1.45,0.08,0.93,0.33,0.6
800000946,PROCTER & GAMBLE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.42,0.03,0.69,0.42,0.27
830025448,GRUPO BOLIVAR S. A.,SUPERFINANCIERA,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.39,1.18,14.91,1.76,13.14
800148312,CÓNDOR SPECIALTY COFFEE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.39,0.02,0.51,0.47,0.04
890300431,CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.S,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,1.39,0.0,0.94,0.78,0.16
860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.S,SUPERSOCIEDADES,ANTIOQUIA,BARBOSA-ANTIOQUIA,MANUFACTURA,1.37,-0.16,2.34,1.16,1.17
860074450,QUALA S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.37,0.0,1.44,0.66,0.78
890101815,JOHNSON & JOHNSON DE COLOMBIA SA,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,1.37,0.06,0.65,0.36,0.28
830018214,MPS MAYORISTA DE COLOMBIA SA,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,1.36,0.01,0.42,0.38,0.04
830037774,DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,1.36,0.36,1.08,0.25,0.83
819004712,C.I. TEQUENDAMA S.A.S.,SUPERSOCIEDADES,MAGDALENA,SANTA MARTA-MAGDALENA,MANUFACTURA,1.35,0.12,1.33,1.04,0.29
805001157,SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,VALLE,CALI-VALLE,SERVICIOS,1.35,-0.27,0.29,0.79,-0.5
860013771,AJOVER DARNEL SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.34,0.07,1.66,1.05,0.61
900104517,BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA,SUPERSOCIEDADES,CUNDINAMARCA,FACATATIVA-CUNDINAMARCA,MANUFACTURA,1.34,0.08,0.46,0.23,0.23
811025289,NOVAVENTA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,1.34,0.07,0.44,0.24,0.21
890324177,FUNDACION VALLE DEL LILI,SUPERSALUD,VALLE,CALI-VALLE,SERVICIOS,1.33,0.11,1.61,0.63,0.98
811011779,RENTING COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,1.33,0.14,2.91,2.34,0.57
890900281,INDUSTRIAS HACEB S.A.,SUPERSOCIEDADES,ANTIOQUIA,COPACABANA -ANTIOQUIA,MANUFACTURA,1.33,0.04,0.97,0.63,0.34
860051812,HALLIBURTON LATIN AMERICA S.R.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,1.33,0.02,0.87,0.3,0.56
900118612,CI MEPRECOL SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,1.32,0.01,0.03,0.0,0.03
901351676,GRUPO BICENTENARIO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.31,1.29,11.72,0.03,11.69
900134430,NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.31,0.02,0.97,0.92,0.05
891300238,INGENIO PROVINCIA S.A,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,1.3,0.23,1.39,0.57,0.82
830078966,METROKIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.27,0.1,0.71,0.28,0.43
900335237,GRAN TIERRA COLOMBIA INC SUCURSAL,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,1.27,0.15,2.06,0.62,1.44
800249942,COLOMBIANA DE LICITACIONES Y CONCESIONES SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.27,1.18,9.26,3.01,6.25
860000452,MANUFACTURAS ELIOT SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.27,0.05,1.45,1.09,0.36
830065063,LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.27,0.05,0.54,0.43,0.11
890400869,SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.,SUPERFINANCIERA,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,1.26,0.11,1.9,1.09,0.81
800091549,IMPRESISTEM SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,1.25,0.01,0.42,0.36,0.06
890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,SUPERSOCIEDADES,CALDAS,MANIZALES-CALDAS,COMERCIO,1.25,0.06,1.01,0.49,0.51
860001307,DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.25,0.1,0.99,0.47,0.52
860002175,SCHLUMBERGER SURENCO S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,1.25,-0.05,1.64,0.39,1.25
900561761,INGRAM MICRO SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,1.23,0.0,0.64,0.55,0.09
890903024,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,1.23,0.07,1.09,0.83,0.26
815000863,AVIDESA DE OCCIDENTE S.A,SUPERSOCIEDADES,VALLE,BUGA-VALLE,AGROPECUARIO,1.22,0.08,0.48,0.17,0.3
890301960,CARVAJAL PULPA Y PAPEL S.A.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,1.22,0.07,1.02,0.59,0.43
900319372,RED CARNICA SAS,SUPERSOCIEDADES,CORDOBA,CIENAGA DE ORO-CORDOBA,MANUFACTURA,1.21,-0.07,0.59,0.5,0.09
900473830,GUNVOR COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.21,0.01,0.39,0.37,0.02
900136638,CERVECERIA DEL VALLE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.21,0.24,1.3,0.7,0.6
800185295,AMARILO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,1.2,0.05,3.93,2.62,1.32
900023333,AMOV COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.19,1.34,6.75,0.09,6.66
830002366,BIMBO DE COLOMBIA S A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.19,0.0,0.79,0.45,0.34
860014659,DOW QUIMICA DE COLOMBIA S.A..,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.17,0.02,0.6,0.38,0.22
890302594,MAYAGUEZ S A,SUPERFINANCIERA,VALLE,CALI-VALLE,MANUFACTURA,1.17,0.22,1.75,0.92,0.83
900553170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,MANUFACTURA,1.16,0.08,1.05,0.32,0.73
900411999,COFCO INTERNATIONAL COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.16,-0.0,0.2,0.23,-0.03
860004922,PRODUCTOS NATURALES DE LA SABANA S.A.S BIC,SUPERSOCIEDADES,CUNDINAMARCA,CAJICA-CUNDINAMARCA,MANUFACTURA,1.15,-0.01,0.64,0.59,0.05
901174177,NITROFERT SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,1.15,0.0,0.66,0.65,0.01
890900118,CRISTALERIA PELDAR S.A,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,1.15,0.35,1.37,0.63,0.75
890106527,PROCAPS S.A,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,1.13,0.04,1.97,1.64,0.33
830039670,DIRECCION GENERAL DE SANIDAD MILITAR,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.13,-0.05,0.76,0.32,0.43
800206842,BAKER HUGHES DE COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,1.13,0.05,0.78,0.27,0.51
900203441,OLEODUCTO DE LOS LLANOS ORIENTALES S A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.13,0.52,1.41,0.59,0.82
860056150,BASF QUIMICA COLOMBIANA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.12,0.02,0.59,0.51,0.09
830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.12,0.29,0.67,0.16,0.5
800141506,THE ELITE FLOWER SAS CI,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.11,0.05,0.89,0.48,0.4
900780755,FORD MOTOR COLOMBIA S A S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.1,0.09,0.47,0.38,0.09
901249413,AUTECO MOBILITY SAS,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,1.09,-0.02,0.93,0.84,0.09
860003216,PRODUCTOS ROCHE S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.09,0.02,0.74,0.32,0.43
800134853,ESENTTIA MASTERBATCH LTDA,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,1.09,0.29,0.58,0.14,0.45
900277370,ISHOP COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.08,0.03,0.19,0.18,0.01
890801748,MABE COLOMBIA S.A.S,SUPERSOCIEDADES,CALDAS,MANIZALES-CALDAS,MANUFACTURA,1.08,0.02,0.59,0.33,0.26
900232454,LÍNEA AÉREA CARGUERA DE COLOMBIA S. A. LANCO,SUPERTRANSPORTE,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,SERVICIOS,1.08,-0.04,3.07,2.53,0.53
900114676,MINEX COMPAÑIA INTERNACIONAL SAS CI,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,1.08,0.03,0.16,0.15,0.01
900203461,COMERCIALIZADORA COLOMBIANA DE CARBONES Y COQUE S.A.S. CI,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.07,0.08,0.35,0.26,0.09
890333023,SIDERURGICA DEL OCCIDENTE S.A.S.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,1.07,0.1,0.46,0.21,0.25
800106339,COLMÉDICA,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.06,0.11,0.61,0.41,0.2
900891350,GOAM 1 C.I S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.06,-0.0,0.15,0.15,0.0
800048943,TAGHLEEF LATIN AMERICA S.A.,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,1.06,0.01,1.49,0.99,0.5
900218578,SISTEMAS COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.06,0.04,0.48,0.31,0.17
890918965,CI TECNICAS BALTIME COLOMBIA SA,SUPERSOCIEDADES,MAGDALENA,SANTA MARTA-MAGDALENA,COMERCIO,1.06,0.01,0.54,0.36,0.17
860026753,ACESCO COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,1.05,-0.04,0.88,0.55,0.32
860025674,CARACOL TELEVISION S A,SUPERFINANCIERA,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.05,0.13,1.31,0.57,0.74
860002538,NOVARTIS DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.05,0.01,0.64,0.48,0.16
811017000,INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS,SUPERSOCIEDADES,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,MANUFACTURA,1.05,0.02,0.42,0.38,0.04
890102110,OLEOFLORES S.A.S.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,1.05,0.05,0.44,0.26,0.18
890916575,DISLICORES,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,1.05,0.03,0.59,0.47,0.12
830067394,MERCADOLIBRE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.04,-0.16,0.36,0.36,-0.01
890901110,CONSTRUCTORA CONCONCRETO S.A.,SUPERFINANCIERA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,1.03,0.05,3.02,1.55,1.47
900320612,SAP COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,1.03,0.05,0.91,0.64,0.26
830113598,ADMINEGOCIOS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.02,0.9,9.19,2.64,6.55
891300529,GRASAS SA,SUPERSOCIEDADES,VALLE,BUGA-VALLE,MANUFACTURA,1.02,0.03,0.54,0.33,0.21
890901672,CRYSTAL SAS,SUPERSOCIEDADES,ANTIOQUIA,SABANETA -ANTIOQUIA,MANUFACTURA,1.02,0.06,0.92,0.55,0.36
860020058,DISTRIBUIDORA TOYOTA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.01,0.06,0.27,0.18,0.09
900219353,SEABOARD OVERSEAS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,1.01,-0.0,0.26,0.25,0.01
860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,1.01,-0.09,1.55,0.97,0.58
891410137,SUZUKI MOTOR DE COLOMBIA S.A.,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,0.99,0.06,0.75,0.2,0.55
805006014,DIRECTV COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.99,-0.07,0.65,0.38,0.26
891300241,MANUELITA S.A.,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE,MANUFACTURA,0.99,0.1,1.52,0.87,0.65
900326523,PRECISAGRO S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.98,0.02,0.47,0.26,0.21
900237877,C.I. CARGILL DE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.97,-0.01,0.18,0.08,0.1
860350697,CONCRETOS ARGOS S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.97,-0.0,0.67,0.48,0.19
830008524,BLU LOGISTICS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.97,0.08,0.23,0.16,0.07
860002576,GENERAL DE EQUIPOS DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.95,-0.01,0.95,0.65,0.29
900580962,SOLINSA G.C. S.A.S.,SUPERSALUD,SANTANDER,GIRON-SANTANDER,COMERCIO,0.95,0.03,0.37,0.23,0.14
860002590,BRENNTAG COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.95,0.03,0.56,0.4,0.16
891401858,OPERADORA AVICOLA COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,AGROPECUARIO,0.95,0.03,0.61,0.29,0.32
860002134,ABBOTT LABORATORIES DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.95,0.04,0.87,0.24,0.62
900174478,LOUIS DREYFUS COMPANY COLOLMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.94,0.0,0.27,0.25,0.02
900147693,ECODIESEL COLOMBIA SA,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,0.94,0.08,0.23,0.12,0.11
811009244,CI COLOMBIAN MINT SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.94,-0.0,0.24,0.23,0.02
892300678,ETICOS SERRANO GOMEZ LTDA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.94,0.03,0.46,0.34,0.12
900047822,PETROBRAS COLOMBIA COMBUSTIBLES S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.93,-0.01,0.17,0.08,0.1
900806600,RELIANZ MINING SOLUTIONS S.A.S.,SUPERSOCIEDADES,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,0.93,0.08,0.9,0.66,0.23
860039561,PFIZER SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.93,0.04,0.66,0.36,0.3
860516806,PERMODA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.93,0.01,1.18,0.95,0.23
800087795,CORTEVA AGRISCIENCE DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.93,0.07,0.92,0.36,0.56
830010337,SANOFI AVENTIS DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.92,0.04,0.69,0.21,0.48
860000898,SKN CARIBECAFE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.92,-0.0,0.3,0.25,0.05
830006735,ALIMENTOS POLAR COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.92,0.04,0.58,0.41,0.17
900015051,ACEITES MANUELITA SA,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE,MANUFACTURA,0.91,0.14,0.69,0.35,0.34
900601327,GRUPO SIDERURGICO REYNA SAS,SUPERSOCIEDADES,BOYACA,ALMEIDA-BOYACA-BOYACA,MANUFACTURA,0.91,0.05,0.42,0.26,0.15
900166896,HINO MOTORS MANUFACTURING COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.91,-0.01,0.31,0.24,0.07
830129327,FARMATODO COLOMBIA S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.91,0.03,0.53,0.42,0.11
811028650,MADECENTRO COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.91,0.06,0.58,0.42,0.15
800221789,BRINSA S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.91,0.06,0.91,0.49,0.41
890902070,C.I.J GUTIERREZ Y CIA S.A,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.9,0.0,0.1,0.03,0.07
900462511,BRITISH AMERICAN TOBACCO COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.9,0.12,1.13,0.53,0.59
890900050,GRUPO NUTRESA S.A,SUPERFINANCIERA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.9,0.88,11.09,0.14,10.95
860009808,HOLCIM (COLOMBIA) S A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.89,0.07,0.89,0.44,0.45
890900148,PINTUCO COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.89,0.08,0.83,0.42,0.41
860005050,MEXICHEM COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.89,0.07,0.55,0.2,0.35
830035246,DELL COLOMBIA INC,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.89,-0.01,0.69,0.68,0.02
811007832,SERVICIOS DE SALUD IPS SURAMERICANA S.A,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.89,-0.0,0.36,0.32,0.05
890922447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.89,-0.07,2.45,1.46,0.99
900226684,C.I BULK TRADING SUR AMERICA SAS,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,0.89,0.0,0.29,0.2,0.08
805003626,STF GROUP S.A.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,0.88,0.07,0.62,0.38,0.25
860509514,AUTOGERMANA S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.88,0.07,0.66,0.55,0.11
860002392,MERCK SHARP & DOHME COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.88,0.01,0.56,0.37,0.19
800068713,OLEODUCTO DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.87,0.43,0.79,0.3,0.49
811043174,ZEUSS S A S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.86,0.01,0.16,0.09,0.07
900373092,YUMA CONCESIONARIA SA EN REORGANIZACION,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.86,0.0,2.69,2.63,0.06
901121179,CANPACK COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,MANUFACTURA,0.86,0.06,1.13,0.91,0.21
890301463,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.86,0.02,0.97,0.41,0.57
890102768,ORGANIZACION CLINICA GENERAL DEL NORTE,SUPERSALUD,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.86,0.08,0.79,0.29,0.5
800236937,THE WALT DISNEY COMPANY COLOMBIA SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.85,0.04,0.51,0.43,0.07
