NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
900225515,EXTRACTORA LOMA FRESCA SUR DE BOLIVAR S.A.S.,SUPERSOCIEDADES,BOLIVAR,SAN-PABLO-BOLIVAR-BOLIVAR,MANUFACTURA,0.08,0.0,0.08,0.03,0.04
900086880,POLLOS AL DIA SAS,SUPERSOCIEDADES,NARIÑO,PASTO-NARIÑO,AGROPECUARIO,0.08,0.0,0.03,0.01,0.02
900161104,HONEYWELL COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,-0.01,0.07,0.06,0.01
900473810,Proservicios Santa Helena Sas,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.08,0.0,0.02,0.01,0.01
901238919,PRODUCTOS CARNICOS FRICAR S A S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.0,0.02,0.02,0.0
900283110,OIRU CORPORATION,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MINERO,0.08,0.01,0.12,0.04,0.08
811021864,CONTENTO BPS S.A,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,SERVICIOS,0.08,0.0,0.08,0.05,0.03
890909034,TIERRA GRATA & CO S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.08,0.0,0.06,0.05,0.01
900363673,CHRISTUS SINERGIA SERVICIOS AMBULATORIOS S.A.S.,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.02,0.28,0.16,0.11
901002659,GENIUS SPORTS SERVICES COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.0,0.29,0.27,0.02
830078829,INDUSTRIA CARBONIFERA DE SAMACÁ S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",AGROPECUARIO,0.08,0.01,0.02,0.01,0.01
900153453,INTEMPO SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.06,0.04,0.02
890302546,ENERGIZER DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.05,0.02,0.02
900435935,SANTANA DISTRIBUCIONES SAS,SUPERSOCIEDADES,CESAR,VALLEDUPAR-CESAR-CESAR,COMERCIO,0.08,0.0,0.01,0.01,0.01
900733568,GETCOM SERVICIOS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,BELLO-ANTIOQUIA-ANTIOQUIA,SERVICIOS,0.08,0.0,0.04,0.02,0.02
890983994,FUNDACION ORGANIZACIÓN VID,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.02,0.45,0.03,0.42
802011276,ELECTRICOS DEL RUIZ SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.08,0.0,0.09,0.05,0.04
900744408,ÉXITO INDUSTRIAS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,0.08,0.02,0.28,0.04,0.24
901138355,TECNICAS MINERAS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE-VALLE,MANUFACTURA,0.08,-0.0,0.01,0.01,0.0
900110569,RED AGROVETERINARIA SA,SUPERSOCIEDADES,CALDAS,MANIZALES-CALDAS-CALDAS,COMERCIO,0.08,-0.0,0.03,0.03,0.0
900454399,ALKHORAYEF ZONA FRANCA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.02,0.13,0.11,0.03
811037682,DISTRIBUIDORA MATEC SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.01,0.08,0.04,0.04
800163265,COMPANIA DE SERVICIOS DE VIGILANCIA PRIVADA PORTILLA Y PORTILLA LTDA,SUPERVIGILANCIA,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.05,0.02,0.03
901144255,DISTRIVIVECOM SAS ZESE,SUPERSOCIEDADES,ARAUCA,SARAVENA-ARAUCA-ARAUCA,COMERCIO,0.08,0.0,0.01,0.0,0.01
900320056,PAMACOL TECHNOLOGIES,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.04,0.02,0.02
890907254,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,SUPERSALUD,ANTIOQUIA,RIONEGRO-ANTIOQUIA,SERVICIOS,0.08,-0.0,0.15,0.03,0.11
830003584,D PORTE SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.03,0.02,0.01
901181187,BENEFICIO BAJAREQUE SUR S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,AGROPECUARIO,0.08,0.0,0.02,0.01,0.0
830057982,FARMALOGICA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.01,0.08,0.06,0.02
900808926,COMIDAS VARPEL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.02,0.02,0.0
900318076,MAXIM & FISHING SOLUTIONS PROVIDE SAS,SUPERSOCIEDADES,HUILA,PALERMO-HUILA-HUILA,SERVICIOS,0.08,0.0,0.07,0.04,0.03
901088196,VIRUTEX ILKO COLOMBIA SAS,SUPERSOCIEDADES,CAUCA,CALOTO-CAUCA-CAUCA,MANUFACTURA,0.08,-0.0,0.1,0.07,0.03
814003448,AUDIOCOM IPS,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.01,0.12,0.1,0.02
830006716,SILVERAGRO SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.03,0.02,0.01
900569874,SEVEN PHARMA COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.07,0.08,-0.01
830130469,FERTRAC SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.06,0.02,0.03
800249053,TRANSPORTES TYM SAS,SUPERTRANSPORTE,NARIÑO,PASTO-NARIÑO,SERVICIOS,0.08,0.0,0.02,0.01,0.0
830090988,3C COLOMBIA EMERALDS CI SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,-0.0,0.01,0.01,0.0
860037943,COLOMBIANA DE INCUBACION SAS,SUPERSOCIEDADES,ATLANTICO,MALAMBO-ATLANTICO-ATLANTICO,AGROPECUARIO,0.08,0.01,0.2,0.09,0.11
900506565,SACYR CONSTRUCCION SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.08,-0.06,0.31,0.25,0.06
900842071,SUPERMASTICK SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.01,0.1,0.02,0.08
890940910,CONSTRUCCIONES AP SAS,SUPERSOCIEDADES,ANTIOQUIA,SABANETA-ANTIOQUIA-ANTIOQUIA,CONSTRUCCIÓN,0.08,0.0,0.03,0.02,0.01
830114721,SAC SEGURIDAD AUTOMATIZACION Y CONTROL SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.01,0.05,0.03,0.01
890501115,DISTRIBUCIONES COMERCIALES SAS,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,0.08,0.0,0.01,0.01,0.01
832002451,UNIMINAS SOCIEDAD POR ACCIONES SIMPLIFICADAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MINERO,0.08,0.01,0.08,0.03,0.05
860011268,AMCOVIT LTDA,SUPERVIGILANCIA,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.03,0.01,0.02
900486095,VIAPPIANI DE COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,LA-CEJA-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.08,0.01,0.05,0.02,0.04
900861500,ACEITES DEL MAGDALENA MEDIO SAS,SUPERSOCIEDADES,SANTANDER,BARRANCABERMEJA-SANTANDER-SANTANDER,MANUFACTURA,0.08,0.0,0.05,0.01,0.04
860030478,LOS TRES ELEFANTES S.A.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.12,0.04,0.09
900299739,COMPENSAMOS S.A.S,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.08,0.0,0.01,0.01,0.0
900361174,TERUMO COLOMBIA ANDINA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.08,0.04,0.03
800051998,CLINICA DE OFTALMOLOGIA SANDIEGO S.A,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.01,0.08,0.04,0.04
811022882,TECNOLOGÍAS ALIMENTICIAS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.08,0.0,0.04,0.03,0.01
891303109,TONING SAS,SUPERSOCIEDADES,VALLE,YUMBO-VALLE-VALLE,MANUFACTURA,0.08,0.0,0.03,0.02,0.01
900236553,LOGISTICA FERRETERA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.02,0.01,0.01
890905166,E.S.E. HOSPITAL MENTAL DE ANTIOQUIA MARÍA UPEGUI - HOMO,SUPERSALUD,ANTIOQUIA,BELLO-ANTIOQUIA,SERVICIOS,0.08,0.0,0.36,0.17,0.19
811018613,POLINYLON S.A.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,COMERCIO,0.08,0.0,0.07,0.04,0.03
900384074,MULTIGRANOS LA ESPIGA SAS,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,COMERCIO,0.08,0.0,0.01,0.01,0.01
900622551,JERSALUD SAS,SUPERSALUD,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.02,0.04,0.02,0.02
901108368,Clínica de Alta Complejidad Santa Bárbara S.A.S,SUPERSALUD,VALLE,PALMIRA-VALLE,SERVICIOS,0.08,0.0,0.11,0.09,0.02
800084003,GRANELES Y CARGA S.A.,SUPERTRANSPORTE,ANTIOQUIA,SABANETA-ANTIOQUIA,SERVICIOS,0.08,-0.0,0.08,0.05,0.02
815002459,MERCAPAVA SA,SUPERSOCIEDADES,VALLE,PRADERA-VALLE-VALLE,COMERCIO,0.08,-0.0,0.02,0.02,0.0
890900259,COLTEJER S.A.,SUPERFINANCIERA,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,0.08,-0.0,0.85,0.49,0.36
900240177,LIFE SUMINISTROS MEDICOS SAS,SUPERSOCIEDADES,ATLANTICO,GALAPA-ATLANTICO-ATLANTICO,COMERCIO,0.08,0.0,0.05,0.03,0.02
900861266,TOP DRIVE SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.01,0.06,0.05,0.01
860525814,TEXTILES MIRATEX SAS EN REORGANIZACION,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,-0.02,0.1,0.07,0.03
892120115,E.S.E. HOSPITAL SAN JOSE DE MAICAO,SUPERSALUD,LA GUAJIRA,MAICAO-LA GUAJIRA,SERVICIOS,0.08,0.03,0.14,0.04,0.1
800241810,INDUSTRIA DE ELECTRODOMESTICOS SAS INDUSEL,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,-0.02,0.33,0.34,-0.02
900900895,MAG TEXTILES SAS,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.0,0.04,0.04,0.0
800021390,GEOMATRIX SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.01,0.09,0.04,0.05
900074367,GRUPO AL SAS,SUPERSOCIEDADES,ANTIOQUIA,SABANETA-ANTIOQUIA-ANTIOQUIA,COMERCIO,0.08,0.01,0.04,0.0,0.04
832001168,NOGA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.02,0.01,0.01
830073329,IKUSI REDES COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.06,0.05,0.01
860001093,ESCOBAR Y MARTINEZ S.A E&M S.A,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.0,0.07,0.03,0.04
805023269,TESA TAPE COLOMBIA SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.08,0.0,0.04,0.03,0.02
830007716,AMWAY COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,-0.01,0.06,0.06,-0.0
901028949,OCEAN SERVICES & TRADING SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.03,0.03,0.0
860048521,CI FLORES DE FUNZA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",AGROPECUARIO,0.08,0.0,0.05,0.03,0.02
900738718,JL Y RB SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.08,0.06,0.02
890703630,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,SUPERSALUD,TOLIMA,IBAGUE-TOLIMA,SERVICIOS,0.08,0.0,0.07,0.03,0.04
900749690,MOTORED DE COLOMBIA S.A.S.,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.08,-0.0,0.02,0.02,0.0
900568503,INVERSIONES PANORAMIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.08,0.0,0.16,0.1,0.06
901307208,Virtualsoft Servicios y Software S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.01,0.01,0.01,0.01
900987866,ENTERPRISE SERVICES COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.06,0.03,0.03
900395158,DH COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.11,0.06,0.05
800113955,EMPRESA DE SERVICIO ESPECIAL DE TRANSPORTE MAMONAL SAS,SUPERTRANSPORTE,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,0.08,0.01,0.06,0.02,0.04
830108866,MILLWARD BROWN COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.06,0.05,0.0
804008792,FORPRESALUD IPS SAS,SUPERSALUD,SANTANDER,PUERTO WILCHES-SANTANDER,SERVICIOS,0.08,0.0,0.03,0.02,0.01
901240800,C.I ES METALS S.A.S.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.08,0.01,0.08,0.05,0.03
830028213,QUIMICOS OMA SA,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.08,0.01,0.06,0.02,0.04
900404273,LABOR HUMANA S.A.S,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.08,0.0,0.01,0.01,0.0
900513112,INVERSIONES GRUPO DEL OCCIDENTE SAS,SUPERSOCIEDADES,VALLE,YUMBO-VALLE-VALLE,SERVICIOS,0.08,0.07,0.64,0.02,0.62
890941794,FRANCISCO MURILLO SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.0,0.03,0.01,0.02
806004548,CENTROMEDICO CRECER LTDA,SUPERSALUD,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,0.08,0.0,0.05,0.03,0.02
900053758,TRANSPORTES GAYCO S.A.S.,SUPERTRANSPORTE,META,VILLAVICENCIO-META,SERVICIOS,0.08,0.01,0.09,0.04,0.05
890112801,FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,SUPERSALUD,ATLANTICO,SOLEDAD-ATLANTICO,SERVICIOS,0.08,0.0,0.07,0.05,0.02
800251038,GUALA CLOSURES DE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.02,0.07,0.03,0.04
900413588,INGENIERIA Y SOLUCIONES ESPECIALIZADAS S.A.S. (ISES S.A.S.),SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.08,0.01,0.04,0.02,0.02
800209891,CLINICA ASOTRAUMA SAS,SUPERSALUD,TOLIMA,IBAGUE-TOLIMA,SERVICIOS,0.08,0.01,0.05,0.02,0.03
891800395,HOSPITAL REGIONAL DE MONIQUIRA ESE,SUPERSALUD,BOYACA,MONIQUIRA-BOYACA,SERVICIOS,0.08,0.03,0.11,0.01,0.1
801002775,PUNTO EMPLEO SAS,SUPERSOCIEDADES,QUINDIO,ARMENIA-QUINDIO-QUINDIO,SERVICIOS,0.08,0.0,0.01,0.01,0.0
830059734,Skynet de Colombia SAS ESP,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,-0.0,0.06,0.04,0.01
900569193,TICKET FAST SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.14,0.14,0.0
901228288,ENVASES PHOENIX DE CARTAGENA S.A.S,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,0.08,0.01,0.1,0.02,0.08
900990465,ELCA COSMETICOS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.06,0.04,0.02
830022149,MULTIFLORA COMERCIALIZADORA INTERNACIONAL S.A.S. C.I.,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.0,0.03,0.02,0.01
901506325,HY-LINE COLOMBIA S.A.S,SUPERSOCIEDADES,TOLIMA,IBAGUE-TOLIMA,AGROPECUARIO,0.08,0.01,0.08,0.02,0.06
901351186,MOLINA & PEÑALOZA S.A.S,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,0.08,0.01,0.02,0.01,0.01
890700666,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,SUPERSALUD,TOLIMA,HONDA-TOLIMA,SERVICIOS,0.08,0.01,0.07,0.01,0.05
822004680,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,SUPERSERVICIOS,GUAVIARE,SAN JOSE DEL GUAVIARE-GUAVIARE,SERVICIOS,0.08,0.0,0.21,0.09,0.12
901348315,ORIGEN ORO ARTESANAL SAS,SUPERSOCIEDADES,TOLIMA,CHAPARRAL-TOLIMA-TOLIMA,COMERCIO,0.08,0.0,0.0,0.0,0.0
900788439,GLOBALSERVICES SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.05,0.01,0.04
830015914,POLYUPROTEC SOCIEDAD ANONIMA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.0,0.08,0.04,0.04
900451549,LIEBHERR COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,CAJICA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.01,0.05,0.02,0.03
900923508,AUTAMA MOTOR SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.08,-0.0,0.03,0.03,0.0
900275643,ASEO INTERNACIONAL S.A. E.S.P.,SUPERSERVICIOS,CUNDINAMARCA,SOACHA-CUNDINAMARCA,SERVICIOS,0.08,0.02,0.06,0.03,0.03
830014614,VANTAGE SPECIALTY CHEMICALS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.03,0.02,0.01
901221780,CENTRAL CARBONERA SAS,SUPERSOCIEDADES,CUNDINAMARCA,GUACHETA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.0,0.02,0.01,0.01
891200686,EMPRESA DE OBRAS SANITARIAS DE PASTO EMPOPASTO S.A. E.S.P.,SUPERSERVICIOS,NARIÑO,PASTO-NARIÑO,SERVICIOS,0.08,0.01,0.56,0.2,0.36
830115250,RODAMUNDI SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.05,0.02,0.03
900135976,COMERCIALIZADORA DISFRUVER SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.06,0.02,0.03
860034813,INTALPEL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.0,0.05,0.02,0.03
900646912,CALIDRA COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.08,-0.0,0.28,0.2,0.09
890900160,IINDUSTRIAS METALICAS CORSAN SA,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.08,0.0,0.04,0.02,0.02
800180542,PRODUCTOS DE CONSUMO SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.08,0.0,0.03,0.02,0.01
811031651,CI ALMASEG SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.0,0.02,0.0,0.01
811016211,MEZCLAS BIOMIX S.A.S,SUPERSOCIEDADES,ANTIOQUIA,SABANETA-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.08,-0.0,0.05,0.04,0.0
860041265,COLCHONES ELDORADO S.A,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.0,0.04,0.01,0.02
860404924,OLEAGINOSAS SAN  MARCOS S.A,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.07,0.02,0.05
823002991,CLINICA SALUD SOCIAL S.A.S,SUPERSALUD,SUCRE,SINCELEJO-SUCRE,SERVICIOS,0.08,0.0,0.08,0.05,0.03
900365786,",DISHOSPITAL SAS",SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,0.08,0.01,0.07,0.05,0.02
800053619,CUIPULA S.A,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.08,0.0,0.03,0.02,0.01
900151686,InverBosques S.A,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,AGROPECUARIO,0.08,0.01,0.14,0.12,0.01
800004800,IMPORTADORA CELESTE SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.08,0.0,0.04,0.02,0.02
900893683,SEMILLAS ELITE DE PALMA PARA LAS AMERICAS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",AGROPECUARIO,0.08,0.01,0.08,0.04,0.05
900266941,BESSAC ANDINAS S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.08,0.0,0.04,0.03,0.01
830056174,SERVIMAX Y COMPAÑIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.0,0.0,0.0
901280681,COMERCIALIZADORA SYG TECH SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.08,0.0,0.02,0.02,0.01
901228788,CFQBCo SAS,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.08,-0.0,0.06,0.04,0.02
901376567,COMERCIALIZADORA AVICOLA G MAHECHA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.0,0.0,0.0
900273380,CAFE QUINDIO SAS,SUPERSOCIEDADES,QUINDIO,ARMENIA-QUINDIO-QUINDIO,MANUFACTURA,0.08,0.02,0.04,0.01,0.03
900577860,BYA GROUP SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.05,0.04,0.01
900711074,SKG TECNOLOGIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.04,0.03,0.02
